# Temperature Reduced magnetisation
   0	1.000000
 100	0.979839
 200	0.958875
 300	0.937317
 400	0.915202
 500	0.892255
 600	0.867560
 700	0.840828
 800	0.816481
 900	0.787186
1000	0.754087
1100	0.715623
1200	0.684639
1300	0.633960
1400	0.589543
1500	0.515336
1600	0.438624
1700	0.289066
1800	0.097916
1900	0.068310
2000	0.042515
